SERIALNUMBER,SOCS1REPAIRCODE,SOCS2COMPONENTCODE,SOCS3DEFECT_CODE,NR_INTERVENTION
151634002340,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
999999999,Part Replaced,HOB,"Misoperating (component, module)",1
151628006131,Product exchange proposal,KNOB,"Misoperating (component, module)",1
371436004918,Product exchange proposal,"FRAME, DOOR-GLASS (OUTER)","Dirty, clogged",1
151711006770,Product exchange proposal,CONTAINERS,"Incorrect wired, assembled",1
151719006820,Product exchange proposal,CONTAINERS,"Snapped, stuck, jammed",1
370316800399,Electrical alignment / wiring / Resolder,CONNECTOR / PLUG,Tight,1
151504005921,Electrical alignment / wiring / Resolder,CONTROL BOARD / SENSOR BOARD,"Incorrect wired, assembled",1
151602000320,Part Replaced,CONTROL BOARD / SENSOR BOARD,Unable to diagnose fault,1
702039162,Functional check,PERFORMANCE COMPLAINT,"Misoperating (component, module)",1
151616004460,Product exchange proposal,DOOR,Set not levelled properly,1
151602001615,Repaired component,DOORSWITCH,"Loose, off, stripped",1
409060060,Electrical alignment / wiring / Resolder,POWER BOARD,"Bad contact, connection",1
409060060,Electrical alignment / wiring / Resolder,POWER BOARD,"Bad contact, connection",1
151611003366,Part Replaced,DOOR,"Paint, colour mismatch",1
151538006121,Product exchange proposal,INNER-LINER-CAVITY-TUB,"Paint, colour mismatch",1
151712007723,Part Replaced,POWER BOARD,"Misoperating (component, module)",1
704180839,Product exchange proposal,CONTROL PANEL,Faulty mains voltage,1
150715001308,Product exchange proposal,"PANEL, FRONT",Worn out (or general mechanical defect),1
151715009359,Electrical alignment / wiring / Resolder,DOOR,"Bad contact, connection",1
370741701382,Part Replaced,TURNTABLE MOTOR,Burnt,1
204030048,Part Replaced,POTENTIOMETER,"Misoperating (component, module)",1
999999999,Part Replaced,MAIN MOTOR,Burnt,1
701120236,Part Replaced,DOOR / LID,Deformed,1
151602006172,Repaired component,WIRING,"Incorrect wired, assembled",1
151532002751,Part Replaced,MAIN MOTOR,"Misoperating (component, module)",1
371113701991,Functional check,OTHERS ELECTRICAL,"Bad contact, connection",1
703100012,Product exchange proposal,"FRAME, DOOR-GLASS (OUTER)","Scratched, dented, sharp edges",1
704180665,Product Installation,NEW APPLIANCE,"Snapped, stuck, jammed",1
371036700297,Part Replaced,TURNTABLE MOTOR,"Misoperating (component, module)",1
421648000966,Part Replaced,POWER BOARD,"Misoperating (component, module)",1
151724001740,Part Replaced,MAGNETRON,Burnt,1
421548009530,Repaired component,INNER DOOR-GLASS,"Misoperating (component, module)",1
505090539,Product exchange proposal,DOOR / LID,"Cut, broken, split, torn",1
151728005826,Part Replaced,TOP,"Cut, broken, split, torn",1
151517004976,Part Replaced,CAPACITOR,Open circuit,1
403260036,Mechanical alignments,POWER BOARD,"Bad contact, connection",1
151635007550,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
141550010252,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
371416001090,Part Replaced,POWER BOARD,"Misoperating (component, module)",1
151723000946,Mechanical alignments,MICROSWITCH,"Blocked, clogged",1
151706001214,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
221,Part Replaced,CONTROL BOARD / SENSOR BOARD,Open circuit,1
151705009376,Explanation for customer  (IFU),INSTRUCTION FOR USE,No problem found,1
371248308747,Part Replaced,MAGNETRON,Short circuit,1
151642003621,Electrical alignment / wiring / Resolder,POWER BOARD,"Bad contact, connection",1
151628006123,Functional check,INSTRUCTION FOR USE,No problem found,1
421323013576,Part Replaced,INTERFERENCE-FILTER,"Misoperating (component, module)",1
999999999,Preventive action,CONTROL PANEL,"Incorrect wired, assembled",1
505150629,Part Replaced,POWER BOARD,"Cut, broken, split, torn",1
151641008792,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
151607001082,Mechanical alignments,DOOR,"Loose, off, stripped",1
371010701753,Product exchange proposal,USER BOARD,Short circuit,1
151648008201,Product Installation,NEW APPLIANCE,No problem found,1
151621007768,Mechanical alignments,USER BOARD,"Loose, off, stripped",1
151547002279,Functional check,MAIN MOTOR,Unable to diagnose fault,1
703128873,Product exchange proposal,"FRAME, DOOR-GLASS (OUTER)","Cut, broken, split, torn",1
151642001672,Electrical alignment / wiring / Resolder,TRANSFORMER,"Incorrect wired, assembled",1
151715001307,Product Installation,NEW APPLIANCE,No problem found,1
151548008171,Part Replaced,TURNTABLE MOTOR,"Electrically misaligned, wrong setting",1
606230321,Part Replaced,MAIN MOTOR,Open circuit,1
151712005274,Part Replaced,MAGNETRON,"Cut, broken, split, torn",1
702120562,Part Replaced,CONTROL BOARD / SENSOR BOARD,Unable to diagnose fault,1
151507006361,Part Replaced,DOOR,"Misoperating (component, module)",1
151629005374,Part Replaced,DISPLAY,Software problem,1
705059983,Software correction / upgrade / reset,POWER BOARD,Software problem,1
151721007526,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
151647005439,Product exchange proposal,STEP SWITCH,"Misoperating (component, module)",1
151445000139,Part Replaced,GENERATOR,Burnt,1
151721007550,Product exchange proposal,GENERATOR,Open circuit,1
151721006122,Product exchange proposal,CONTROL BOARD / SENSOR BOARD,"Blocked, clogged",1
151718003313,Part Replaced,USER BOARD,"Misoperating (component, module)",1
705181195,Product Installation,NEW APPLIANCE,No problem found,1
999999999,Electrical alignment / wiring / Resolder,USER BOARD,"Bad contact, connection",1
371219303016,Part Replaced,MICROSWITCH,"Misoperating (component, module)",1
151722004832,Part Replaced,USER BOARD,"Cut, broken, split, torn",1
371317700735,Part Replaced,OTHERS ELECTRICAL,"Incorrect wired, assembled",1
151641000360,Mechanical alignments,OTHERS ELECTRICAL,"Bad contact, connection",1
151616006679,Product Installation,NEW APPLIANCE,"Cut, broken, split, torn",1
371206300134,Mechanical alignments,WIRING,"Bad contact, connection",1
371412010044,Electrical alignment / wiring / Resolder,POWER BOARD,"Bad contact, connection",1
370817701751,Part Replaced,"CAP, PUSHBUTTON","Blocked, clogged",1
151715004025,Part Replaced,INTERFERENCE-FILTER,Short circuit,1
151448001276,Part Replaced,CONTROL PANEL,"Loose, off, stripped",1
702200059,Repaired component,CONTROL BOARD / SENSOR BOARD,"Electrically misaligned, wrong setting",1
151708005705,Electrical alignment / wiring / Resolder,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
151508003724,Product Installation,NEW APPLIANCE,"Cut, broken, split, torn",1
151705001879,Product Installation,NEW APPLIANCE,No problem found,1
151451007523,Part Replaced,STEP SWITCH,"Misoperating (component, module)",1
370913700404,Functional check,INSTRUCTION FOR USE,No problem found,1
371321700627,Functional check,PERFORMANCE COMPLAINT,No problem found,1
371216702267,Product exchange proposal,MAGNETRON,"Misoperating (component, module)",1
410200175,Part Replaced,CONDENSER UNIT,Worn out (or general mechanical defect),1
151724005989,Mechanical alignments,POWER BOARD,"Cut, broken, split, torn",1
151725001622,Preventive action,"CAP, PUSHBUTTON",No problem found,1
151511002283,Part Replaced,HINGES,"Cut, broken, split, torn",1
702090115,Part Replaced,OTHERS ELECTRICAL,"Incorrect wired, assembled",1
151702002996,Part Replaced,USER BOARD,"Misoperating (component, module)",1
505300051,Functional check,INSTRUCTION FOR USE,No problem found,1
151647005439,Product Installation,CABINET,"Misoperating (component, module)",1
221539000002,Product Installation,HEATING ELEMENT (UPPER - GRILL),"Incorrect wired, assembled",1
408130104,Mechanical alignments,DOOR,"Incorrect wired, assembled",1
151721004167,Preventive action,"MOTOR-FAN, CIRCULATION","Incorrect wired, assembled",1
999999999,Mechanical alignments,MAIN MOTOR,"Misoperating (component, module)",1
151536008212,Product exchange proposal,"FRAME, DOOR-GLASS (INNER)","Misoperating (component, module)",1
408300200,Part Replaced,OTHERS MECHANICAL,"Misoperating (component, module)",1
151616004460,Product Installation,NEW APPLIANCE,No problem found,1
371137306754,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Cut, broken, split, torn",1
371436004935,Product exchange proposal,INNER-LINER-CAVITY-TUB,"Scratched, dented, sharp edges",1
151714003892,Mechanical alignments,DISPLAY,Mechanically misaligned,1
151603008722,Part Replaced,HANDLE,"Misoperating (component, module)",1
151603005690,Part Replaced,CONTROL BOARD / SENSOR BOARD,Worn out (or general mechanical defect),1
703260126,Electrical alignment / wiring / Resolder,OTHERS ELECTRICAL,"Bad contact, connection",1
605270569,Electrical alignment / wiring / Resolder,POWER BOARD,"Bad contact, connection",1
151544008907,Repaired component,PERFORMANCE COMPLAINT,Vibrating,1
421429011734,Part Replaced,DOOR,"Misoperating (component, module)",1
151714000521,Mechanical alignments,KNOB,"Loose, off, stripped",1
151707002815,Part Replaced,CONTROL PANEL,"Cut, broken, split, torn",1
151725001652,Repaired component,HOOK / DOOR-LATCH,"Incorrect wired, assembled",1
603020410,Product Installation,DOOR,Deformed,1
151628006131,Product Installation,NEW APPLIANCE,Unable to diagnose fault,1
370711600491,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
151549005409,Mechanical alignments,CONTROL PANEL,"Blocked, clogged",1
605030131,Part Replaced,MAIN MOTOR,Worn out (or general mechanical defect),1
151613002091,Electrical alignment / wiring / Resolder,MAINS ON / OFF-SWITCH,"Bad contact, connection",1
151625001816,Functional check,DISPLAY,"Misoperating (component, module)",1
151713007606,Repaired component,OTHERS MECHANICAL,Noisy,1
371002300182,Product exchange proposal,MICROSWITCH,"Blocked, clogged",1
151719006820,Product Installation,NEW APPLIANCE,No problem found,1
404260343,Repaired component,KNOB,"Blocked, clogged",1
371216702267,Product Installation,NEW APPLIANCE,Mechanically misaligned,1
151719001851,Product Installation,NEW APPLIANCE,No problem found,1
391538030963,Part Replaced,THERMOSTAT,"Cut, broken, split, torn",1
602215480,Part Replaced,KNOB,"Misoperating (component, module)",1
371406005339,Part Replaced,HEATING ELEMENT RADIANT,Burnt,1
421649002337,Electrical alignment / wiring / Resolder,MAGNETRON,"Bad contact, connection",1
151705006231,Repaired component,MAINS ON / OFF-SWITCH,"Blocked, clogged",1
151709002889,Repaired component,"CAP, PUSHBUTTON","Loose, off, stripped",1
371432270087,Electrical alignment / wiring / Resolder,THERMO COUPLE,"Bad contact, connection",1
607080120,Product Installation,NEW APPLIANCE,No problem found,1
151703000352,Mechanical alignments,WIRING,Tight,1
151722004464,Mechanical alignments,"MOTOR-FAN, CIRCULATION",Noisy,1
602010119,Repaired component,HOOK / DOOR-LATCH,"Loose, off, stripped",1
151507001658,Part Replaced,DOOR-GLASS,"Scratched, dented, sharp edges",1
607129767,Mechanical alignments,"MOTOR-FAN, CIRCULATION","Incorrect wired, assembled",1
421502017204,Lubrication,INNER-DOOR,"Incorrect wired, assembled",1
421627005319,Part Replaced,OTHERS MECHANICAL,"Incorrect wired, assembled",1
151614006689,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
421649002091,Part Replaced,FUSE,Burnt,1
604052129,Repaired component,THERMO COUPLE,"Misoperating (component, module)",1
703214658,Software correction / upgrade / reset,TRANSFORMER,"Misoperating (component, module)",1
151721007550,Product Installation,TRANSFORMER,No problem found,1
151525003657,Mechanical alignments,"MOTOR-FAN, CIRCULATION",Mechanically misaligned,1
371243701492,Part Replaced,CONTROL BOARD / SENSOR BOARD,Software problem,1
151706008021,Electrical alignment / wiring / Resolder,CONNECTOR / PLUG,"Bad contact, connection",1
606040589,Electrical alignment / wiring / Resolder,WIRING,"Loose, off, stripped",1
607240077,Repaired component,DOOR / LID,"Misoperating (component, module)",1
151718004824,Product exchange proposal,CABINET,"Scratched, dented, sharp edges",1
999999999,Product Installation,NEW APPLIANCE,"Faulty program setting, installation",1
421331010247,Mechanical alignments,WIRING,"Loose, off, stripped",1
606065974,Functional check,DOOR,"Loose, off, stripped",1
702010824,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
704180792,Electrical alignment / wiring / Resolder,DOORSWITCH,"Incorrect wired, assembled",1
150728010648,Product Installation,"PANEL, FRONT","Cut, broken, split, torn",1
220001000001,Part Replaced,CONTROL BOARD / SENSOR BOARD,Burnt,1
370822700800,Mechanical alignments,CONTROL PANEL,"Incorrect wired, assembled",1
999999999,Part Replaced,CONDENSER UNIT,"Cut, broken, split, torn",1
707200477,Part Replaced,ACCESSORIES,"Cut, broken, split, torn",1
151647002881,Product Installation,NEW APPLIANCE,No problem found,1
151721004024,Software correction / upgrade / reset,POWER BOARD,Software problem,1
999999999,Product Installation,PERFORMANCE COMPLAINT,Unable to diagnose fault,1
371105700538,Part Replaced,KNOB,"Bad contact, connection",1
151609004325,Repaired component,KNOB,"Blocked, clogged",1
151714001627,Part Replaced,DOOR,Unable to diagnose fault,1
999999999,Electrical alignment / wiring / Resolder,USER BOARD,"Bad contact, connection",1
371204700699,Product Installation,POWER BOARD,"Incorrect wired, assembled",1
371002300182,Product Installation,NEW APPLIANCE,No problem found,1
707151176,Repaired component,CROSSMEMBER / CROSSBAR,"Scratched, dented, sharp edges",1
501060018,Product Installation,NEW APPLIANCE,Unable to diagnose fault,1
141301000010,Part Replaced,MAGNETRON,Short circuit,1
151725000668,Product Installation,NEW APPLIANCE,No problem found,1
421448002626,Part Replaced,CONTROL BOARD / SENSOR BOARD,"Misoperating (component, module)",1
151642005833,Part Replaced,DOOR,"Cut, broken, split, torn",1
151701000575,Part Replaced,"PANEL, FRONT","Cut, broken, split, torn",1
151706000299,Product exchange proposal,CABINET,"Cut, broken, split, torn",1
151710005219,Product exchange proposal,CABINET,"Cut, broken, split, torn",1
151647001218,Product exchange proposal,CABINET,"Cut, broken, split, torn",1
151715004775,Part Replaced,TRIM,"Cut, broken, split, torn",1
151530004180,Mechanical alignments,PERFORMANCE COMPLAINT,Mechanically misaligned,1
606040597,Product exchange proposal,"FRAME, DOOR-GLASS (OUTER)","Scratched, dented, sharp edges",1
151613002735,Part Replaced,CONTROL PANEL,"Cut, broken, split, torn",1
151449000286,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
999999999,Part Replaced,"FRAME, DOOR-GLASS (OUTER)","Cut, broken, split, torn",1
151608009760,Product exchange proposal,POWER BOARD,"Misoperating (component, module)",1
371431009896,Part Replaced,HOOK / DOOR-LATCH,"Misoperating (component, module)",1
151615009510,Part Replaced,USER BOARD,"Misoperating (component, module)",1
151620001983,Part Replaced,ACCESSORIES,"Cut, broken, split, torn",1
406201536,Preventive action,HOOK / DOOR-LATCH,"Misoperating (component, module)",1
703221210,Product exchange proposal,OTHERS MECHANICAL,"Misoperating (component, module)",1
371341005803,Part Replaced,MAGNETRON,"Misoperating (component, module)",1
504206260,Part Replaced,POWER BOARD,"Scratched, dented, sharp edges",1
151635000071,Product exchange proposal,POWER BOARD,"Incorrect wired, assembled",1
371121700579,Product exchange proposal,POWER BOARD,"Misoperating (component, module)",1
705292864,Product exchange proposal,INNER-LINER-CAVITY-TUB,"Scratched, dented, sharp edges",1
999999999,Part Replaced,HEATING ELEMENT (UPPER - GRILL),Unable to diagnose fault,1
202010761,Part Replaced,DOOR LOCK,"Cut, broken, split, torn",1
410100048,Repaired component,USER BOARD,"Incorrect wired, assembled",1
606101620,Product exchange proposal,FRAME,"Scratched, dented, sharp edges",1
151722006526,Part Replaced,TRIM,"Cut, broken, split, torn",1
505060247,Part Replaced,CONTROL BOARD / SENSOR BOARD,Open circuit,1
703080505,Product exchange proposal,OTHERS MECHANICAL,"Misoperating (component, module)",1
151634009112,Part Replaced,DOOR,"Cut, broken, split, torn",1
151712000673,Part Replaced,DOOR,"Scratched, dented, sharp edges",1
606106169,Product exchange proposal,CONTROL PANEL,"Cut, broken, split, torn",1
